,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
0,Kalank,2019,Not Rated,17 Apr 2019,166 min,"Drama, Romance",Abhishek Varman,"Shibani Bathija (story), Hussain Dalal (dialogue), Abhishek Varman (screenplay)","Varun Dhawan, Alia Bhatt, Aditya Roy Kapoor, Madhuri Dixit","The lives of six enigmatic characters become entangled whilst in search of love, but separated by the dichotomy between the two worlds of Husnabad, a town in North India.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BYTg4NWEyMjMtNTM2MS00M2I4LWFjOTQtMDRjNjc0ODI3NmY4XkEyXkFqcGdeQXVyOTc1MDE5NzI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}]",N/A,3.6,"9,084",tt6988116,movie,N/A,N/A,FIP,N/A,True,
0,The Kitchen,2019,R,09 Aug 2019,102 min,"Action, Crime, Drama",Andrea Berloff,"Ollie Masters (comic book series), Ming Doyle (comic book series), Andrea Berloff","Melissa McCarthy, Tiffany Haddish, Elisabeth Moss, Domhnall Gleeson",The wives of New York gangsters in Hell's Kitchen in the 1970s continue to operate their husbands' rackets after they're locked up in prison.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BZGEwMWJlNzMtMjQ4YS00YjI4LTkwZTYtMGFiZTY5YmE2ZTIwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,5.1,"4,812",tt5822564,movie,22 Oct 2019,N/A,New Line Cinema,N/A,True,
0,Miss Bala,2011,R,09 Sep 2011,113 min,"Crime, Drama, Thriller",Gerardo Naranjo,"Gerardo Naranjo, Mauricio Katz","Stephanie Sigman, Juan Carlos Galván, Noé Hernández, Irene Azuela","After entering a beauty contest in Tijuana, a young woman witnesses drug-related murders and is forced to do the gang's bidding.","Spanish, English",Mexico,3 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMjIyMTY1NTg1Nl5BMl5BanBnXkFtZTcwMjU1OTIyNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,6.5,"8,244",tt1911600,movie,28 Feb 2012,N/A,Fox International,N/A,True,
0,Serenity,2005,PG-13,30 Sep 2005,119 min,"Action, Adventure, Sci-Fi, Thriller",Joss Whedon,Joss Whedon,"Nathan Fillion, Gina Torres, Alan Tudyk, Morena Baccarin",The crew of the ship Serenity try to evade an assassin sent to recapture one of their members who is telepathic.,"English, Mandarin",USA,9 wins & 9 nominations.,https://m.media-amazon.com/images/M/MV5BOWE2MDAwZjEtODEyOS00ZjYyLTgzNDUtYmNiY2VmNWRiMTQxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.8,"273,879",tt0379786,movie,20 Dec 2005,"$25,335,935",Universal Pictures,N/A,True,
0,The Dead Don't Die,2019,R,14 Jun 2019,104 min,"Comedy, Fantasy, Horror",Jim Jarmusch,Jim Jarmusch,"Bill Murray, Adam Driver, Tom Waits, Chloë Sevigny",The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.,English,"Sweden, USA",N/A,https://m.media-amazon.com/images/M/MV5BZWQxZDIzNzUtZGE3MS00MGU3LTk5NjMtZGFjMDljNDlmMWE1XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,5.5,"28,690",tt8695030,movie,03 Sep 2019,N/A,Focus Features,N/A,True,
0,Playmobil: The Movie,2019,N/A,06 Dec 2019,99 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical",Lino DiSalvo,"Blaise Hemingway (screenplay by), Greg Erb (screenplay by), Jason Oremland (screenplay by), Michael LaBash (storyline consultant)","Anya Taylor-Joy, Gabriel Bateman, Jim Gaffigan, Daniel Radcliffe",Animated feature film inspired by the Playmobil brand toys.,English,"France, USA",N/A,https://m.media-amazon.com/images/M/MV5BMGNlMjY2Y2MtNWVjZS00NDY5LTkwNzYtOTAxODg3Y2ZiY2Q3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",25,4.6,827,tt4199898,movie,N/A,N/A,STXfilms,N/A,True,
0,Miss & Mrs. Cops,2019,N/A,10 May 2019,107 min,"Comedy, Crime",Jung Da-Won,N/A,"Song-Kyoung Lee, Jack Lyons, Mi-ran Ra, Sooyoung","Mi-Young, who used to be considered the Major Crimes Unit's top cop, is stationed behind a desk after having a baby. She leads uneventful yet peaceful days at handling civil complaints and ...",Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BYmIyMjRkZTMtYzE3YS00MmEyLTgzYzctODUwYTk5MzI0MDA2XkEyXkFqcGdeQXVyNDIzMTI4NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,8,tt10161238,movie,N/A,N/A,N/A,N/A,True,
0,Apollo 11,2019,G,26 Jun 2019,93 min,"Documentary, History",Todd Douglas Miller,N/A,"Neil Armstrong, Michael Collins, Buzz Aldrin, Deke Slayton",A look at the Apollo 11 mission to land on the moon led by commander Neil Armstrong and pilots Buzz Aldrin and Michael Collins.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTYyMzEzNjI4M15BMl5BanBnXkFtZTgwODgxOTgyNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,8.3,"12,770",tt8760684,movie,14 May 2019,N/A,NEON,N/A,True,
0,The Divine Fury,2019,Not Rated,31 Jul 2019,129 min,"Action, Horror, Thriller",Joo-hwan Kim,Joo-hwan Kim,"Seo-joon Park, Sung-Ki Ahn, Do-Hwan Woo, Eun-hyung Jo",An MMA fighter helps an exorcist fight evil.,"Korean, Latin",South Korea,N/A,https://m.media-amazon.com/images/M/MV5BNGM5MzNiMTctZTU4Yi00ZGVhLWIyODQtMDdiNjg1Y2M1ODJlXkEyXkFqcGdeQXVyNTUxNTI3MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",33,6.2,749,tt10550884,movie,19 Nov 2019,N/A,N/A,N/A,True,
0,Motherless Brooklyn,2019,R,01 Nov 2019,144 min,"Crime, Drama",Edward Norton,"Jonathan Lethem (based on the novel by), Edward Norton (screenplay)","Edward Norton, Gugu Mbatha-Raw, Alec Baldwin, Bobby Cannavale","Set against the backdrop of 1950s New York, Motherless Brooklyn follows Lionel Essrog, a lonely private detective afflicted with Tourette's Syndrome, as he ventures to solve the murder of his mentor and only friend, Frank Minna.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNzQ0Mjk1YjItNWI1Ny00NWE2LWFlYTAtYjViY2YzMTVlOGVmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,7.2,"3,130",tt0385887,movie,N/A,N/A,Warner Bros. Pictures,N/A,True,
0,Bring The Soul: The Movie,2019,Not Rated,07 Aug 2019,103 min,"Documentary, Music",N/A,N/A,"BTS, Jung Hoseok, Jeong-guk Jeon, Park Jimin",Korean pop group BTS set out on a world tour.,Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BYTQ0ZmJkMzYtNWRlNC00ZmM2LThkNDYtOTEwNzhjZmViY2FhXkEyXkFqcGdeQXVyODY5MDA4MjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,742,tt10545076,movie,N/A,N/A,Trafalgar Releasing,N/A,True,
0,Gloria Bell,2018,R,22 Mar 2019,102 min,"Comedy, Drama, Romance",Sebastián Lelio,"Alice Johnson Boher (adapted screenplay), Sebastián Lelio, Gonzalo Maza (story)","Julianne Moore, John Turturro, Caren Pistorius, Michael Cera",A free-spirited woman in her 50s seeks out love at L.A. dance clubs.,English,"Chile, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTc5Nzc1OTk3OV5BMl5BanBnXkFtZTgwNDM1NTQ3NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,6.3,"6,350",tt6902696,movie,N/A,N/A,N/A,N/A,True,
0,The Lighthouse,2019,R,01 Nov 2019,109 min,"Drama, Fantasy, Horror, Mystery",Robert Eggers,"Max Eggers, Robert Eggers","Willem Dafoe, Robert Pattinson, Valeriia Karaman",Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,English,"Canada, USA",N/A,https://m.media-amazon.com/images/M/MV5BZmE0MGJhNmYtOWNjYi00Njc5LWE2YjEtMWMxZTVmODUwMmMxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,8.3,"13,804",tt7984734,movie,N/A,N/A,A24,N/A,True,
0,The Current War: Director's Cut,2017,PG-13,25 Oct 2019,102 min,"Biography, Drama, History",Alfonso Gomez-Rejon,Michael Mitnick,"Tom Holland, Benedict Cumberbatch, Katherine Waterston, Matthew Macfadyen",The dramatic story of the cutthroat race between electricity titans Thomas Edison and George Westinghouse to determine whose electrical system would power the modern world.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYWIxOWU4OGUtMTY1Ny00YmY3LWFhOTgtNzk3NmExYjUwMTFmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.4,"5,562",tt2140507,movie,N/A,N/A,101 Studios,N/A,True,
0,The Best of Enemies,2019,PG-13,05 Apr 2019,133 min,"Biography, Drama, History",Robin Bissell,"Robin Bissell, Osha Gray Davidson (inspired by true events chronicled in 'The Best of Enemies: Race and Redemption in the New South' by)","Taraji P. Henson, Sam Rockwell, Babou Ceesay, Anne Heche","Civil rights activist Ann Atwater faces off against C.P. Ellis, Exalted Cyclops of the Ku Klux Klan, in 1971 Durham, North Carolina over the issue of school integration.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjQ5MjA2NDkyM15BMl5BanBnXkFtZTgwNTIwNjUzNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",49,7.0,"4,307",tt4807408,movie,02 Jul 2019,N/A,STXfilms,N/A,True,
0,BTS World Tour: Love Yourself in Seoul,2019,N/A,26 Jan 2019,112 min,"Documentary, Music",N/A,N/A,"BTS, J-Hope, Jeong-guk Jeon, Nam-joon Kim","A concert film by South Korean group BTS. The movie takes place during the August 25 and 26, 2018 shows of their Love Yourself Tour at Seoul Olympic Stadium.",Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BYzJhMGVhMTgtM2M1NS00MmE3LTllOTUtYmEwNzFkYjk3Y2JjXkEyXkFqcGdeQXVyMzE4MDkyNTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",N/A,8.7,602,tt9448868,movie,N/A,N/A,Fathom Events,N/A,True,
0,"Where'd You Go, Bernadette",2019,PG-13,16 Aug 2019,109 min,"Comedy, Drama, Mystery",Richard Linklater,"Richard Linklater (screenplay by), Holly Gent (screenplay by), Vincent Palmo Jr. (screenplay by), Maria Semple (based on the novel written by)","Billy Crudup, Cate Blanchett, Judy Greer, Kristen Wiig",A loving mom becomes compelled to reconnect with her creative passions after years of sacrificing herself for her family. Her leap of faith takes her on an epic adventure that jump-starts her life and leads to her triumphant rediscovery.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNDZiY2MyN2ItZjYyMi00YWNiLTk3NTQtNzk3YWFlOTg1MzViXkEyXkFqcGdeQXVyODk2NDQ3MTA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.5,"3,778",tt2365580,movie,19 Nov 2019,N/A,Annapurna Pictures,N/A,True,
0,The Goldfinch,2019,R,13 Sep 2019,149 min,Drama,John Crowley,"Peter Straughan (screenplay by), Donna Tartt (based on the novel by)","Oakes Fegley, Ansel Elgort, Nicole Kidman, Jeffrey Wright",A boy in New York is taken in by a wealthy Upper East Side family after his mother is killed in a bombing at the Metropolitan Museum of Art.,"English, Ukrainian, German, French",USA,N/A,https://m.media-amazon.com/images/M/MV5BY2ZmNmUzNTctYTA3Mi00ZTg3LWFmMWMtYzU2ZjA3NDRmODIzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.4,"4,178",tt3864056,movie,N/A,N/A,Warner Bros. Pictures,N/A,True,
0,Tod@s Caen,2019,PG-13,30 Aug 2019,120 min,Comedy,Ariel Winograd,"Cory Brusseau, Martha Higareda","Martha Higareda, Omar Chaparro, Mauricio Barrientos, Shuuko Calderón","Adán (Omar Chaparro) is a charming seducer who believes he knows how to make any woman swoon. He prepares to teach his friends the art of conquering women, using his array of bullet-proof ...",Spanish,Mexico,N/A,https://m.media-amazon.com/images/M/MV5BNmRkMGNiZTEtNjJiMC00Y2E0LTk5ZGUtN2QxNmQ5NGM0NTk4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}]",N/A,4.9,181,tt7549776,movie,N/A,N/A,N/A,N/A,True,
0,The Aftermath,2019,R,15 Mar 2019,108 min,"Drama, Romance, War",James Kent,"Joe Shrapnel (screenplay by), Anna Waterhouse (screenplay by), Rhidian Brook (screenplay by), Rhidian Brook (based on the novel ""The Aftermath"" by)","Keira Knightley, Ned Wills, Pandora Colin, Jason Clarke","Post World War II, a British colonel and his wife are assigned to live in Hamburg during the post-war reconstruction, but tensions arise with the German who previously owned the house.","English, Russian","Germany, UK, USA",N/A,https://m.media-amazon.com/images/M/MV5BMTk2MDEyNTE5M15BMl5BanBnXkFtZTgwMzY1NDM4NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.3,"9,916",tt5977276,movie,25 Jun 2019,N/A,Fox Searchlight Pictures,N/A,True,
0,Captive State,2019,PG-13,15 Mar 2019,109 min,"Drama, Sci-Fi, Thriller",Rupert Wyatt,"Erica Beeney, Rupert Wyatt","John Goodman, Ashton Sanders, Jonathan Majors, Vera Farmiga","Set in a Chicago neighborhood nearly a decade after an occupation by an extraterrestrial force, 'Captive State' explores the lives on both sides of the conflict - the collaborators and dissidents.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTgyNjU0NTAxOV5BMl5BanBnXkFtZTgwNTc4MDIzNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.1,"39,985",tt5968394,movie,11 Jun 2019,N/A,Focus Features,N/A,True,
0,Promare,2019,PG-13,24 May 2019,111 min,"Animation, Adventure, Sci-Fi",Hiroyuki Imaishi,"Kazuki Nakashima (original work), Kazuki Nakashima (script writer), Michael Schneider (script adaptation)","John Eric Bentley, Steve Blum, Johnny Yong Bosch, Melissa Fahn",A futuristic firefighting mecha service is created to protect the world.,Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMmZjMTYxNzQtMmViOS00YmU3LTlmOTgtMDEzOGFlOGEzYjcwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.2,422,tt9116358,movie,N/A,N/A,GKIDS / Fathom Events,N/A,True,
0,The Traitor,2019,R,31 Jan 2020,145 min,"Biography, Crime, Drama",Marco Bellocchio,"Marco Bellocchio, Valia Santella, Ludovica Rampoldi, Francesco Piccolo, Francesco La Licata (collaboration)","Pierfrancesco Favino, Luigi Lo Cascio, Fausto Russo Alesi, Maria Fernanda Cândido","The real life of Tommaso Buscetta the so called ""boss of the two worlds"", first mafia informant in Sicily 1980's.","Italian, Sicilian, Portuguese, English","Italy, France, Germany, Brazil",N/A,https://m.media-amazon.com/images/M/MV5BMzgwMGQwZDAtZTNmOC00NDQ3LTlmZTUtYWQwMWM2ZWQyOTBhXkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.2,"1,707",tt7736478,movie,N/A,N/A,Sony Pictures Classics,N/A,True,
0,Tolkien,2019,PG-13,10 May 2019,112 min,"Biography, Drama, War",Dome Karukoski,"David Gleeson, Stephen Beresford","Nicholas Hoult, Al Bollands, Kallum Tolkien, Craig Roberts","The formative years of the orphaned author J.R.R. Tolkien as he finds friendship, love and artistic inspiration among a group of fellow outcasts at school.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjUzNzA1MDczOF5BMl5BanBnXkFtZTgwODY5OTI2NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.8,"17,408",tt3361792,movie,23 Jul 2019,N/A,Fox Searchlight Pictures,N/A,True,
0,Bharat,2019,Not Rated,05 Jun 2019,150 min,"Action, Drama",Ali Abbas Zafar,"Su-jin Park (original screenplay), Varun V. Sharma, Ali Abbas Zafar","Salman Khan, Katrina Kaif, Sunil Grover, Tabu","At the cusp of India's birth as an Independent nation, a family makes an arduous journey to freedom at a cost. A young boy Bharat, makes a promise to his Father that he will keep his family together no matter what.",Hindi,India,N/A,https://m.media-amazon.com/images/M/MV5BYzRjMTY1MzktZGRmNi00YjM0LWJkOTUtMmI0ZGEyZjdkOGFhXkEyXkFqcGdeQXVyOTAzMTc2MjA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}]",N/A,5.4,"17,209",tt7721800,movie,N/A,N/A,Viva Entertainment,N/A,True,
0,Love Live! Sunshine!! The School Idol Movie Over The Rainbow,2019,N/A,04 Jan 2019,100 min,"Animation, Music",N/A,N/A,"Rikako Aida, Ai Furihata, Anju Inami, Aika Kobayashi","When Kanan and Dia disappear while visiting Mari on Italy, Chika and the rest of the Aqours have no choice but to reach the ""Belpaese"" themselves and search for them.",Japanese,Japan,N/A,https://m.media-amazon.com/images/M/MV5BMDYyNDA0MGUtODFlOC00MGVhLTk4MzctNjkwMjg1ZTc3Mzc1XkEyXkFqcGdeQXVyNTI1MDU0MzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}]",N/A,8.3,59,tt8659948,movie,N/A,N/A,N/A,N/A,True,
0,Penguins,2019,G,17 Apr 2019,76 min,"Documentary, Family","Alastair Fothergill, Jeff Wilson",David Fowler,Ed Helms,"A coming-of-age story about an Adélie penguin named Steve who joins millions of fellow males in the icy Antarctic spring on a quest to build a suitable nest, find a life partner and start a family.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMjA4NDc2Njc3MV5BMl5BanBnXkFtZTgwMTcyNTAwNzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.8,697,tt8080302,movie,N/A,N/A,Disneynature,N/A,True,
0,The Battle of Jangsari,2019,Not Rated,11 Oct 2019,104 min,"Action, Drama, War",Kyung-taek Kwak,"Brian Chung (English Scenes written by), Cory Gustke (English Scenes written by)","Myung-Min Kim, Megan Fox, Minho Choi, Sung-Cheol Kim",A depiction of the Battle of Incheon during the Korean War in 1950.,Korean,South Korea,N/A,https://m.media-amazon.com/images/M/MV5BY2I0YjM0NTItZjA0Zi00ZWUwLThjYzQtNmYxN2FiN2VkMzM0XkEyXkFqcGdeQXVyNTUxNTI3MzY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",N/A,6.1,28,tt9018916,movie,28 Jan 2020,N/A,Well Go USA Entertainment,N/A,True,
0,By the Grace of God,2018,N/A,18 Oct 2019,137 min,"Crime, Drama",François Ozon,François Ozon,"Melvil Poupaud, Denis Ménochet, Swann Arlaud, Éric Caravaca","The three men, friends of childhood, will cross, compare their personal experiences and question their life of couple, family and professional.",French,"France, Belgium",N/A,https://m.media-amazon.com/images/M/MV5BOTgzZTJiNTMtOGU1Yi00YWYyLWFjMzYtMzQ5Nzc5NTVkOGNjXkEyXkFqcGdeQXVyMTc5OTQwMzk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.3,"2,494",tt8095860,movie,N/A,N/A,N/A,N/A,True,
0,The White Crow,2018,R,22 Mar 2019,127 min,"Biography, Drama",Ralph Fiennes,"David Hare (screenplay), Julie Kavanagh (Inspired by her book: ""Rudolf Nureyev: The Life"")","Oleg Ivenko, Ralph Fiennes, Louis Hofmann, Adèle Exarchopoulos",The story of Rudolf Nureyev's defection to the West.,"Russian, English, French","UK, France, Serbia",N/A,https://m.media-amazon.com/images/M/MV5BNGIwMjFmMGQtZjYxNC00NmJjLTlkM2QtMWMyZTA3YjZhNzBlXkEyXkFqcGdeQXVyOTgxNDIzMTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.5,"3,110",tt5460858,movie,30 Jul 2019,N/A,Sony Pictures Classics,N/A,True,
0,Brittany Runs a Marathon,2019,R,24 Oct 2019,104 min,"Comedy, Drama",Paul Downs Colaizzo,Paul Downs Colaizzo,"Jillian Bell, Jennifer Dundas, Patch Darragh, Alice Lee",A young woman decides to make positive changes in her life by training for the New York City Marathon.,English,USA,N/A,https://m.media-amazon.com/images/M/MV5BNDRlNTJmNGEtNWM0YS00OWI3LWFkNjUtMzg5MTJjODcyZGU3XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,6.9,"2,163",tt7671064,movie,22 Nov 2019,N/A,Amazon Studios,N/A,True,
