,Unnamed: 0,Unnamed: 0.1,Title,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,index,level_0,totalSeasons,Worldwide,Domestic,% Domestic,Foreign,% Foreign
0,,,The Old Man & the Gun,"Robert Redford, Casey Affleck, Sissy Spacek, Danny Glover",N/A,N/A,USA,15-Jan-19,David Lowery,"Biography, Comedy, Crime, Drama, Romance","English, Spanish",80,Based on the true story of Forrest Tucker and his audacious escape from San Quentin at the age of 70 to an unprecedented string of heists that confounded authorities and enchanted the public.,https://m.media-amazon.com/images/M/MV5BOTk3NjU5MjIxM15BMl5BanBnXkFtZTgwNjU0OTU2NTM@._V1_SX300.jpg,Fox Searchlight Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",19-Oct-18,TRUE,93 min,movie,N/A,"David Lowery, David Grann (based on the New Yorker article by)",2018,tt2837574,6.7,"31,747",,,,,,,,
0,,,Hunt for the Wilderpeople,"Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House",20 wins & 25 nominations.,"$5,202,582 ",New Zealand,27-Sep-16,Taika Waititi,"Adventure, Comedy, Drama",English,81,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,https://m.media-amazon.com/images/M/MV5BMjI1MDQ2MDg5Ml5BMl5BanBnXkFtZTgwMjc2NjM5ODE@._V1_SX300.jpg,Piki Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",31-Mar-16,TRUE,101 min,movie,N/A,"Taika Waititi (screenplay), Barry Crump (based on the book ""Wild Pork and Watercress"" written by), Te Arepa Kahi (additional writing)",2016,tt4698684,7.9,"91,938",,,,,,,,
0,,,Love & Friendship,"Kate Beckinsale, Morfydd Clark, Tom Bennett, Jenn Murray",7 wins & 46 nominations.,"$14,013,564 ","Ireland, France, Netherlands",6-Sep-16,Whit Stillman,"Comedy, Drama, Romance","English, French",87,"Lady Susan Vernon takes up temporary residence at her in-laws' estate and, while there, is determined to be a matchmaker for her daughter Frederica -- and herself too, naturally.",https://m.media-amazon.com/images/M/MV5BMTQ3NTQ2NjMwMV5BMl5BanBnXkFtZTgwOTk3Njk0ODE@._V1_SX300.jpg,Roadside Attractions,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",3-Jun-16,TRUE,90 min,movie,N/A,"Whit Stillman, Jane Austen (based on her novella ""Lady Susan"")",2016,tt3068194,6.4,"21,613",,,,,,,,
0,,,Don't Breathe,"Stephen Lang, Jane Levy, Dylan Minnette, Daniel Zovatto",7 wins & 21 nominations.,"$89,210,468 ","USA, Hungary",29-Nov-16,Fede Alvarez,"Crime, Horror, Thriller",English,71,"Hoping to walk away with a massive fortune, a trio of thieves break into the house of a blind man who isn't as helpless as he seems.",https://m.media-amazon.com/images/M/MV5BZGI5ZTU2M2YtZWY4MC00ZDFhLTliYTItZTk1NjdlN2NkMzg2XkEyXkFqcGdeQXVyMjY5ODI4NDk@._V1_SX300.jpg,Ghost House Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",26-Aug-16,TRUE,88 min,movie,N/A,"Fede Alvarez, Rodo Sayagues",2016,tt4160708,7.1,"195,852",,,,,,,,
0,,,The Foreigner,"Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy",N/A,"$33,964,179 ","UK, China, USA",9-Jan-18,Martin Campbell,"Action, Thriller","English, Mandarin",55,"A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.",https://m.media-amazon.com/images/M/MV5BM2RlMjcyMGQtZTU3OC00NGRlLWExMGEtYjU3ZjUyMDc0NWZmXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,STX Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",13-Oct-17,TRUE,113 min,movie,N/A,"David Marconi (screenplay by), Stephen Leather (based on the novel ""The Chinaman"" by)",2017,tt1615160,7,"85,766",,,,,,,,
0,,,Lost in Hong Kong,"Zheng Xu, Wei Zhao, Bei-Er Bao, Juan Du",N/A,"$1,242,494 ","China, Hong Kong",1-Mar-16,Zheng Xu,"Action, Adventure, Comedy, Crime, Romance","Mandarin, Cantonese, French",N/A,"The film follows Xu Lai, a former artist whose dreams were dashed when the responsibilities of life set in. With his life now revolving around his wife Cai Bo who is obsessed with having ...",https://m.media-amazon.com/images/M/MV5BMTg2OTQ0Nzc3NV5BMl5BanBnXkFtZTgwMjgxNjA5NjE@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}]",25-Sep-15,TRUE,114 min,movie,N/A,Huan Shu,2015,tt4242158,5.4,"1,312",,,,,,,,
0,,,The Witness,"Ferenc Kállai, Lajos Öze, Béla Both, Zoltán Fábri",N/A,N/A,Hungary,7-Oct-03,Péter Bacsó,"Drama, Comedy",Hungarian,N/A,"Banned for over a decade for its outspoken criticism of the post-WWII communist regime in Hungary, Péter Bacsó's 'The Witness' has since then achieved unparalleled cult status in its native...",https://m.media-amazon.com/images/M/MV5BNGEyM2RjOGUtZDlmMi00ODU5LWE4OTAtMjUwNTZiZmRjYjc2XkEyXkFqcGdeQXVyNDMxNjY1NTU@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '8.7/10'}]",18-Jun-82,TRUE,105 min,movie,N/A,"Péter Bacsó, János Ujhelyi",1969,tt0065067,8.7,"5,477",,,,,,,,
0,,,Saving Mr. Wu,"Andy Lau, Ye Liu, Qianyuan Wang, Ruofu Wu",1 win & 4 nominations.,"$79,839 ",China,N/A,Sheng Ding,"Action, Crime, Drama, Thriller","Mandarin, Chinese",N/A,"Mr. Wu, a Hong Kong movie star, is kidnapped by four unpredictable criminals disguised as police officers. Will he get rescued?",https://m.media-amazon.com/images/M/MV5BNzM4MzkyMWUtYTRmNS00MjFiLTlhYmYtMjdmNmMyZDg5YzYzXkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",1-Sep-15,TRUE,105 min,movie,N/A,"Sheng Ding, Sheng Ding, Alex Jia (script advisor)",2015,tt4819560,6.7,"1,968",,,,,,,,
0,,,Seondal: The Man Who Sells the River,"Seung-ho Yoo, Jae-Hyun Cho, Suk-ho Jun, Min-Seok Kim",N/A,N/A,South Korea,N/A,Dae-min Park,"Adventure, Comedy, History",Korean,N/A,Based on the popular conman character of KIM Seon-dal from Korean folktale who famously sold the water of Daedong River.,https://m.media-amazon.com/images/M/MV5BMjgxYjE4MDItNGUzNy00Y2E0LWIzNjEtNWY1YmY0OTAwOWM1XkEyXkFqcGdeQXVyMzI2NzE3MDc@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}]",6-Jul-16,TRUE,120 min,movie,N/A,Dae-min Park,2016,tt5729246,6.7,406,,,,,,,,
0,,,Flatliners,"Kiefer Sutherland, Julia Roberts, Kevin Bacon, William Baldwin",Nominated for 1 Oscar. Another 2 nominations.,N/A,USA,20-Jan-98,Joel Schumacher,"Drama, Horror, Sci-Fi, Thriller",English,55,"Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives.",https://m.media-amazon.com/images/M/MV5BMTc3MDE3NTM3Ml5BMl5BanBnXkFtZTgwNzgwNTg4NjE@._V1_SX300.jpg,Sony Pictures Home Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",10-Aug-90,TRUE,115 min,movie,N/A,Peter Filardi,1990,tt0099582,6.6,"76,068",,,,,,,,
0,,,Jigsaw,"Matt Passmore, Tobin Bell, Callum Keith Rennie, Hannah Emily Anderson",N/A,"$36,462,005 ","USA, Canada",23-Jan-18,"Michael Spierig, Peter Spierig","Horror, Mystery, Thriller",English,39,"Bodies are turning up around the city, each having met a uniquely gruesome demise. As the investigation proceeds, evidence points to one suspect: John Kramer, the man known as Jigsaw, who has been dead for over 10 years.",https://m.media-amazon.com/images/M/MV5BNmRiZDM4ZmMtOTVjMi00YTNlLTkyNjMtMjI2OTAxNjgwMWM1XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,Lionsgate,R,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",27-Oct-17,TRUE,92 min,movie,N/A,"Josh Stolberg, Pete Goldfinger",2017,tt3348730,5.8,"60,914",,,,,,,,
0,,,The Sisters Brothers,"John C. Reilly, Joaquin Phoenix, Jake Gyllenhaal, Riz Ahmed",N/A,N/A,"France, Spain, Romania, Belgium, USA",5-Feb-19,Jacques Audiard,"Comedy, Crime, Drama, Western",English,78,"In 1850s Oregon, the infamous duo of assassins, Eli and Charlie Sisters, chase a gold prospector and his unexpected ally.",https://m.media-amazon.com/images/M/MV5BOTZmNTI1MzMtMGY0ZS00YTRlLWI4OTktYzE3YzZjZjJkNDVlXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,Annapurna Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",19-Oct-18,TRUE,122 min,movie,N/A,"Jacques Audiard (screenplay by), Thomas Bidegain (screenplay by), Patrick DeWitt (based on the book by)",2018,tt4971344,7,"39,548",,,,,,,,
0,,,The Clan,"Guillermo Francella, Gastón Cocchiarale, Peter Lanzani, Stefanía Koessl",14 wins & 36 nominations.,N/A,"Argentina, Spain",N/A,Pablo Trapero,"Biography, Crime, Drama, Thriller",Spanish,73,"The true story of the Puccio Clan, a family who kidnapped and killed people in the 80s.",https://m.media-amazon.com/images/M/MV5BMTQ5ODMwMjg5OF5BMl5BanBnXkFtZTgwODYyOTE2NjE@._V1_SX300.jpg,N/A,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Metacritic', 'Value': '73/100'}]",13-Aug-15,TRUE,108 min,movie,N/A,"Julian Loyola, Esteban Student, Pablo Trapero (screenplay)",2015,tt4411504,7,"11,013",,,,,,,,
0,,,Trainwreck,"Colin Quinn, Devin Fabry, Carla Oudin, Amy Schumer",Nominated for 2 Golden Globes. Another 5 wins & 25 nominations.,N/A,"USA, Japan",10-Nov-15,Judd Apatow,"Comedy, Drama, Romance","English, Mandarin",75,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.",https://m.media-amazon.com/images/M/MV5BMTQ4MjgwNTMyOV5BMl5BanBnXkFtZTgwMTc1MjI0NDE@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",17-Jul-15,TRUE,125 min,movie,N/A,Amy Schumer,2015,tt3152624,6.2,"123,352",,,,,,,,
0,,,The Nutcracker and the Four Realms,"Mackenzie Foy, Tom Sweet, Meera Syal, Ellie Bamber",N/A,N/A,USA,29-Jan-19,"Lasse Hallström, Joe Johnston","Adventure, Family, Fantasy","English, French",39,A young girl is transported into a magical world of gingerbread soldiers and an army of mice.,https://m.media-amazon.com/images/M/MV5BOTg1NDI1MjEyMl5BMl5BanBnXkFtZTgwOTA5MTgwNjM@._V1_SX300.jpg,Walt Disney Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",2-Nov-18,TRUE,99 min,movie,N/A,"Ashleigh Powell (screen story by), Ashleigh Powell (screenplay by), E.T.A. Hoffmann (suggested by the short story ""The Nutcracker and the Mouse King"" written by), Marius Petipa (suggested by the ""Nutcracker Ballet"" by)",2018,tt5523010,5.5,"22,377",,,,,,,,
0,,,Gonjiam: Haunted Asylum,"Seung-Wook Lee, Ye-Won Mun, Ah-yeon Oh, Ji-Hyun Park",N/A,N/A,South Korea,18-Sep-18,Beom-sik Jeong,Horror,Korean,N/A,The crew of a horror web series travels to an abandoned asylum for a live broadcast. It soon encounters much more than expected as it moves deeper inside the nightmarish old building.,https://m.media-amazon.com/images/M/MV5BNGU2NzI1OGYtMTMzZC00OWU5LWIxOTUtNzY0YTM3YWI5YTA1XkEyXkFqcGdeQXVyNzI1NzMxNzM@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}]",28-Mar-18,TRUE,95 min,movie,N/A,"Beom-sik Jeong, Sang-min Park",2018,tt8119752,6.1,"2,982",,,,,,,,
0,,,Self/less,"Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley",N/A,N/A,USA,10-Nov-15,Tarsem Singh,"Action, Mystery, Sci-Fi, Thriller",English,34,"A dying real estate mogul transfers his consciousness into a healthy young body, but soon finds that neither the procedure nor the company that performed it are quite what they seem.",https://m.media-amazon.com/images/M/MV5BMTU0MTQzNzAxMl5BMl5BanBnXkFtZTgwNjg4MjcxNjE@._V1_SX300.jpg,Focus Features,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",10-Jul-15,TRUE,117 min,movie,N/A,"Àlex Pastor, David Pastor",2015,tt2140379,6.5,"83,109",,,,,,,,
0,,,Earth: One Amazing Day,"Robert Redford, Jackie Chan",2 nominations.,N/A,"UK, China",23-Jan-18,"Richard Dale, Lixin Fan, Peter Webber","Documentary, Family","English, Chinese",N/A,"From BBC Earth Films, the studio that brought you Earth, comes the sequel - Earth: One Amazing Day, an astonishing journey revealing the awesome power of the natural world. Over the course ...",https://m.media-amazon.com/images/M/MV5BYmZhYzY2NjItZjFkMy00ZDcyLTk5NTYtNDgwOGQ1YjdiZGZjXkEyXkFqcGdeQXVyMjQzOTEyMzY@._V1_SX300.jpg,Earth Film Productions,G,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}]",6-Oct-17,TRUE,95 min,movie,N/A,"Frank Cottrell Boyce (narration written by), Richard Dale (narration written by), Geling Yan (narration written by)",2017,tt6238896,7.7,"2,061",,,,,,,,
0,,,Zhongkui: Snow Girl and the Dark Crystal,"Kun Chen, Bingbing Li, Winston Chao, Zishan Yang",1 nomination.,"$165,428 ","China, Hong Kong, USA",4-Aug-15,"Peter Pau, Tianyu Zhao","Action, Fantasy, Romance",Mandarin,N/A,"Legendary Chinese anti-hero Zhong Kui, a young man endowed with mysterious powers who is forced into a battle among the realms of Heaven, Earth and Hell in the course of his attempt to save his countrymen and the woman he loves.",https://m.media-amazon.com/images/M/MV5BMjMxMDIzNTk3NV5BMl5BanBnXkFtZTgwMDQxNTE1NDE@._V1_SX300.jpg,WellGo USA,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",19-Feb-15,TRUE,118 min,movie,N/A,"Junli Guo, Lei Jin, Huanhuan Zhang",2015,tt3585004,5.3,"1,139",,,,,,,,
0,,,Fist Fight,"Charlie Day, Ice Cube, Tracy Morgan, Jillian Bell",1 win.,"$32,153,522 ",USA,30-May-17,Richie Keen,Comedy,English,37,"When one school teacher unwittingly causes another teacher's dismissal, he is challenged to an after-school fight.",https://m.media-amazon.com/images/M/MV5BMTg0NzkyMjE5NF5BMl5BanBnXkFtZTgwMDE5NTg3MDI@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",17-Feb-17,TRUE,91 min,movie,N/A,"Van Robichaux (screenplay by), Evan Susser (screenplay by), Van Robichaux (story by), Evan Susser (story by), Max Greenfield (story by)",2017,tt3401882,5.6,"36,342",,,,,,,,
0,,,"Hello, My Name Is Doris","Sally Field, Edmund Lupinski, Norma Michaels, Stephen Root",2 wins & 10 nominations.,"$14,443,077 ",USA,14-Jun-16,Michael Showalter,"Comedy, Drama, Romance",English,63,A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,https://m.media-amazon.com/images/M/MV5BMTg0NTM3MTI1MF5BMl5BanBnXkFtZTgwMTAzNTAzNzE@._V1_SX300.jpg,Red Crown Productions,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",1-Apr-16,TRUE,90 min,movie,N/A,"Laura Terruso (screenplay), Michael Showalter (screenplay), Laura Terruso (short film ""Doris & the Intern"")",2015,tt3766394,6.6,"17,758",,,,,,,,
0,,,The Third Murder,"Masaharu Fukuyama, Kôji Yakusho, Shinnosuke Mitsushima, Mikako Ichikawa",4 nominations.,N/A,Japan,N/A,Hirokazu Koreeda,"Crime, Drama, Mystery",Japanese,68,A courtroom drama centered around the murder of a factory president.,https://m.media-amazon.com/images/M/MV5BYzk2NWFlZDgtMTk0OS00YTcwLTg1ZGItNzViM2NmZjUwODc2XkEyXkFqcGdeQXVyNTI4ODg2Mjc@._V1_SX300.jpg,N/A,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Metacritic', 'Value': '68/100'}]",20-Jul-18,TRUE,124 min,movie,N/A,Hirokazu Koreeda,2017,tt6410564,6.7,"4,192",,,,,,,,
0,,,American Assassin,"Dylan O'Brien, Charlotte Vega, Christopher Bomford, Chris Webster",1 nomination.,"$34,449,582 ",USA,5-Dec-17,Michael Cuesta,"Action, Thriller","English, Spanish, Arabic, Polish, Turkish, Russian, Italian, Persian",45,"After the death of his girlfriend at the hands of terrorists, Mitch Rapp is drawn into the world of counterterrorism, mentored by tough-as-nails former U.S. Navy S.E.A.L. Stan Hurley.",https://m.media-amazon.com/images/M/MV5BMjM0MjY4MTk5NV5BMl5BanBnXkFtZTgwNDE2NTQyMzI@._V1_SX300.jpg,Lionsgate and CBS Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",15-Sep-17,TRUE,112 min,movie,N/A,"Stephen Schiff (screenplay by), Michael Finch (screenplay by), Edward Zwick (screenplay by), Marshall Herskovitz (screenplay by), Vince Flynn (based on the novel by)",2017,tt1961175,6.2,"60,802",,,,,,,,
0,,,Perfect Strangers,"Giuseppe Battiston, Anna Foglietta, Marco Giallini, Edoardo Leo",13 wins & 13 nominations.,N/A,Italy,N/A,Paolo Genovese,"Comedy, Drama",Italian,N/A,"Seven long-time friends get together for a dinner. When they decide to share with each other the content of every text message, email and phone call they receive, many secrets start to unveil and the equilibrium trembles.",https://m.media-amazon.com/images/M/MV5BNDQzZmQ5MjItYmJlNy00MGI2LWExMDQtMjBiNjNmMzc5NTk1XkEyXkFqcGdeQXVyNjY1OTY4MTk@._V1_SX300.jpg,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}]",11-Feb-16,TRUE,97 min,movie,N/A,"Filippo Bologna (screenplay), Paolo Costella (screenplay), Paolo Genovese (screenplay), Paola Mammini (screenplay), Rolando Ravello (screenplay)",2016,tt4901306,7.8,"48,476",,,,,,,,
0,,,Home,"Jim Parsons, Rihanna, Steve Martin, Jennifer Lopez",2 wins & 9 nominations.,"$157,801,252 ",USA,28-Jul-15,Tim Johnson,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi","English, French",55,"An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.",https://m.media-amazon.com/images/M/MV5BMjExOTQ4MDMyMV5BMl5BanBnXkFtZTgwMTE3NDM2MzE@._V1_SX300.jpg,DreamWorks Animation,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",27-Mar-15,TRUE,94 min,movie,N/A,"Tom J. Astle (screenplay by), Matt Ember (screenplay by), Adam Rex (book)",2015,tt2224026,6.6,"87,078",,,,,,,,
0,,,The Bye Bye Man,"Douglas Smith, Lucien Laviscount, Cressida Bonas, Doug Jones",N/A,"$22,377,458 ","USA, China",25-Apr-17,Stacy Title,"Drama, Fantasy, Horror, Mystery, Thriller",English,37,Three friends stumble upon the horrific origins of a mysterious figure they discover is the root cause of the evil behind unspeakable acts.,https://m.media-amazon.com/images/M/MV5BMTcxOTE5NzQwNF5BMl5BanBnXkFtZTgwOTMzMTc1ODE@._V1_SX300.jpg,STX Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",13-Jan-17,TRUE,96 min,movie,N/A,"Jonathan Penner (screenplay by), Robert Damon Schneck (based on ""The Bridge to Body Island"" by)",2017,tt4030600,4.3,"18,667",,,,,,,,
0,,,Murder on the Orient Express,"Paapa Essiedu, Yassine Zeroual, Asan N'Jie, Michael Rouse",18 nominations.,"$101,555,644 ","Malta, USA",27-Feb-18,Kenneth Branagh,"Crime, Drama, Mystery","English, French, German, Arabic",52,"When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case.",https://m.media-amazon.com/images/M/MV5BMTAxNDkxODIyMDZeQTJeQWpwZ15BbWU4MDQ2Mjg4NDIy._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",10-Nov-17,TRUE,114 min,movie,N/A,"Michael Green (screenplay by), Agatha Christie (based upon the novel by)",2017,tt3402236,6.5,"185,646",,,,,,,,
0,,,Default,"Hye-su Kim, Ah-in Yoo, Jun-ho Heo, Woo-jin Jo",N/A,N/A,South Korea,N/A,Kook-Hee Choi,Drama,"Korean, English",N/A,"Si-hyun (Hye-su Kim), the monetary policy manager at the Bank of Korea, predicts a massive national financial crisis and reports it to the Director. The Director doesn't schedule an ...",https://m.media-amazon.com/images/M/MV5BOWExYzliNjYtMmVhYi00NTdmLWE1OGItZTNmYTY2YzZmNzNhXkEyXkFqcGdeQXVyODA4ODIwNDM@._V1_SX300.jpg,CJ Entertainment America,Not Rated,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}]",28-Nov-18,TRUE,114 min,movie,N/A,Seong-min Eom,2018,tt7233726,6.7,588,,,,,,,,
